Variavel,Categoria,Geo,Geo_Desc,Ano,Valor,Var_Num,Cat_Num,DescLocal,YCoord,XCoord
Composição agregado,Agregados c/ crianças,HR,Croatia,2024,16.6,7,10,Fim,876,16.6
Composição agregado,Agregados c/ crianças,HU,Hungary,2024,18.3,7,10,Inicio,874,20.2
Composição agregado,Agregados c/ crianças,HU,Hungary,2024,18.3,7,10,Fim,876,18.3
Composição agregado,Agregados c/ crianças,IE,Ireland,2024,17.8,7,10,Inicio,874,17.1
Composição agregado,Agregados c/ crianças,IE,Ireland,2024,17.8,7,10,Fim,876,17.8
Composição agregado,Agregados c/ crianças,IT,Italy,2024,25.2,7,10,Inicio,874,23.1
Composição agregado,Agregados c/ crianças,IT,Italy,2024,25.2,7,10,Fim,876,25.2
Composição agregado,Agregados c/ crianças,LT,Lithuania,2024,20.9,7,10,Inicio,874,25.8
Composição agregado,Agregados c/ crianças,LT,Lithuania,2024,20.9,7,10,Fim,876,20.9
Composição agregado,Agregados c/ crianças,LU,Luxembourg,2024,25.2,7,10,Inicio,874,20
Composição agregado,Agregados c/ crianças,LU,Luxembourg,2024,25.2,7,10,Fim,876,25.2
Composição agregado,Agregados c/ crianças,LV,Latvia,2024,17.2,7,10,Inicio,874,24.3
Composição agregado,Agregados c/ crianças,LV,Latvia,2024,17.2,7,10,Fim,876,17.2
Composição agregado,Agregados c/ crianças,MT,Malta,2024,20.1,7,10,Inicio,874,19.7
Composição agregado,Agregados c/ crianças,MT,Malta,2024,20.1,7,10,Fim,876,20.1
Composição agregado,Agregados c/ crianças,NL,Netherlands,2024,13,7,10,Inicio,874,15.4
Composição agregado,Agregados c/ crianças,NL,Netherlands,2024,13,7,10,Fim,876,13
Composição agregado,Agregados c/ crianças,NO,Norway,2024,13.7,7,10,Inicio,874,15.7
Composição agregado,Agregados c/ crianças,NO,Norway,2024,13.7,7,10,Fim,876,13.7
Composição agregado,Agregados c/ crianças,PL,Poland,2024,15,7,10,Inicio,874,16
Composição agregado,Agregados c/ crianças,PL,Poland,2024,15,7,10,Fim,876,15
Composição agregado,Agregados c/ crianças,PT,Portugal,2024,18.9,7,10,Inicio,874,19.7
Composição agregado,Agregados c/ crianças,PT,Portugal,2024,18.9,7,10,Fim,876,18.9
Composição agregado,Agregados c/ crianças,RO,Romania,2024,30.4,7,10,Inicio,874,27.9
Composição agregado,Agregados c/ crianças,RO,Romania,2024,30.4,7,10,Fim,876,30.4
Composição agregado,Agregados c/ crianças,RS,Serbia,2024,21.4,7,10,Inicio,874,24.3
Composição agregado,Agregados c/ crianças,RS,Serbia,2024,21.4,7,10,Fim,876,21.4
Composição agregado,Agregados c/ crianças,SE,Sweden,2024,17.7,7,10,Inicio,874,17.5
Composição agregado,Agregados c/ crianças,SE,Sweden,2024,17.7,7,10,Fim,876,17.7
Composição agregado,Agregados c/ crianças,SI,Slovenia,2024,9.8,7,10,Inicio,874,14.4
Composição agregado,Agregados c/ crianças,SI,Slovenia,2024,9.8,7,10,Fim,876,9.8
Composição agregado,Agregados c/ crianças,SK,Slovakia,2024,20.4,7,10,Inicio,874,18.3
Composição agregado,Agregados c/ crianças,SK,Slovakia,2024,20.4,7,10,Fim,876,20.4
Composição agregado,Agregados c/ crianças,TR,Türkiye,2024,33.8,7,10,Inicio,874,30.4
Composição agregado,Agregados c/ crianças,TR,Türkiye,2024,33.8,7,10,Fim,876,33.8
Composição agregado,1 mulher solteira,AT,Austria,2024,31.4,7,5,Inicio,889,16.9
Composição agregado,1 mulher solteira,AT,Austria,2024,31.4,7,5,Fim,891,31.4
Composição agregado,1 mulher solteira,BE,Belgium,2024,25.8,7,5,Inicio,889,18.2
Composição agregado,1 mulher solteira,BE,Belgium,2024,25.8,7,5,Fim,891,25.8
Composição agregado,1 mulher solteira,BG,Bulgaria,2024,46.4,7,5,Inicio,889,30.3
Composição agregado,1 mulher solteira,BG,Bulgaria,2024,46.4,7,5,Fim,891,46.4
Composição agregado,1 mulher solteira,CY,Cyprus,2024,38.8,7,5,Inicio,889,17.1
Composição agregado,1 mulher solteira,CY,Cyprus,2024,38.8,7,5,Fim,891,38.8
Composição agregado,1 mulher solteira,CZ,Czechia,2024,22.6,7,5,Inicio,889,11.3
Composição agregado,1 mulher solteira,CZ,Czechia,2024,22.6,7,5,Fim,891,22.6
Composição agregado,1 mulher solteira,DE,Germany,2024,35.5,7,5,Inicio,889,21.1
Composição agregado,1 mulher solteira,DE,Germany,2024,35.5,7,5,Fim,891,35.5
Composição agregado,1 mulher solteira,DK,Denmark,2024,33.1,7,5,Inicio,889,18
Composição agregado,1 mulher solteira,DK,Denmark,2024,33.1,7,5,Fim,891,33.1
Composição agregado,1 mulher solteira,EE,Estonia,2024,55.7,7,5,Inicio,889,22.2
Composição agregado,1 mulher solteira,EE,Estonia,2024,55.7,7,5,Fim,891,55.7
Composição agregado,1 mulher solteira,EL,Greece,2024,39.8,7,5,Inicio,889,26.9
Composição agregado,1 mulher solteira,EL,Greece,2024,39.8,7,5,Fim,891,39.8
Composição agregado,1 mulher solteira,ES,Spain,2024,34.5,7,5,Inicio,889,25.8
Composição agregado,1 mulher solteira,ES,Spain,2024,34.5,7,5,Fim,891,34.5
Composição agregado,1 mulher solteira,FI,Finland,2024,32,7,5,Inicio,889,16.8
Composição agregado,1 mulher solteira,FI,Finland,2024,32,7,5,Fim,891,32
Composição agregado,1 mulher solteira,FR,France,2024,27.5,7,5,Inicio,889,20.5
Composição agregado,1 mulher solteira,FR,France,2024,27.5,7,5,Fim,891,27.5
Composição agregado,1 mulher solteira,HR,Croatia,2024,58.3,7,5,Inicio,889,21.7
Composição agregado,1 mulher solteira,HR,Croatia,2024,58.3,7,5,Fim,891,58.3
Composição agregado,1 mulher solteira,HU,Hungary,2024,33.8,7,5,Inicio,889,20.2
Composição agregado,1 mulher solteira,HU,Hungary,2024,33.8,7,5,Fim,891,33.8
Composição agregado,1 mulher solteira,IE,Ireland,2024,43.3,7,5,Inicio,889,17.1
Composição agregado,1 mulher solteira,IE,Ireland,2024,43.3,7,5,Fim,891,43.3
Composição agregado,1 mulher solteira,IT,Italy,2024,32.4,7,5,Inicio,889,23.1
Composição agregado,1 mulher solteira,IT,Italy,2024,32.4,7,5,Fim,891,32.4
Composição agregado,1 mulher solteira,LT,Lithuania,2024,46.1,7,5,Inicio,889,25.8
Composição agregado,1 mulher solteira,LT,Lithuania,2024,46.1,7,5,Fim,891,46.1
Composição agregado,1 mulher solteira,LU,Luxembourg,2024,22.4,7,5,Inicio,889,20
Composição agregado,1 mulher solteira,LU,Luxembourg,2024,22.4,7,5,Fim,891,22.4
Composição agregado,1 mulher solteira,LV,Latvia,2024,55.1,7,5,Inicio,889,24.3
Composição agregado,1 mulher solteira,LV,Latvia,2024,55.1,7,5,Fim,891,55.1
Composição agregado,1 mulher solteira,MT,Malta,2024,45.5,7,5,Inicio,889,19.7
Composição agregado,1 mulher solteira,MT,Malta,2024,45.5,7,5,Fim,891,45.5
Composição agregado,1 mulher solteira,NL,Netherlands,2024,26.1,7,5,Inicio,889,15.4
Composição agregado,1 mulher solteira,NL,Netherlands,2024,26.1,7,5,Fim,891,26.1
Composição agregado,1 mulher solteira,NO,Norway,2024,30.7,7,5,Inicio,889,15.7
Composição agregado,1 mulher solteira,NO,Norway,2024,30.7,7,5,Fim,891,30.7
Composição agregado,1 mulher solteira,PL,Poland,2024,34.4,7,5,Inicio,889,16
Composição agregado,1 mulher solteira,PL,Poland,2024,34.4,7,5,Fim,891,34.4
Composição agregado,1 mulher solteira,PT,Portugal,2024,34.3,7,5,Inicio,889,19.7
Composição agregado,1 mulher solteira,PT,Portugal,2024,34.3,7,5,Fim,891,34.3
Composição agregado,1 mulher solteira,RO,Romania,2024,39.1,7,5,Inicio,889,27.9
Composição agregado,1 mulher solteira,RO,Romania,2024,39.1,7,5,Fim,891,39.1
Composição agregado,1 mulher solteira,RS,Serbia,2024,41.9,7,5,Inicio,889,24.3
Composição agregado,1 mulher solteira,RS,Serbia,2024,41.9,7,5,Fim,891,41.9
Composição agregado,1 mulher solteira,SE,Sweden,2024,26.3,7,5,Inicio,889,17.5
Composição agregado,1 mulher solteira,SE,Sweden,2024,26.3,7,5,Fim,891,26.3
Composição agregado,1 mulher solteira,SI,Slovenia,2024,44.2,7,5,Inicio,889,14.4
Composição agregado,1 mulher solteira,SI,Slovenia,2024,44.2,7,5,Fim,891,44.2
Composição agregado,1 mulher solteira,SK,Slovakia,2024,28,7,5,Inicio,889,18.3
Composição agregado,1 mulher solteira,SK,Slovakia,2024,28,7,5,Fim,891,28
Composição agregado,1 mulher solteira,TR,Türkiye,2024,37.3,7,5,Inicio,889,30.4
Composição agregado,1 mulher solteira,TR,Türkiye,2024,37.3,7,5,Fim,891,37.3
Composição agregado,1 homem solteiro,AT,Austria,2024,28.2,7,4,Inicio,892,16.9
Composição agregado,1 homem solteiro,AT,Austria,2024,28.2,7,4,Fim,894,28.2
Composição agregado,1 homem solteiro,BE,Belgium,2024,28.7,7,4,Inicio,892,18.2
Composição agregado,1 homem solteiro,BE,Belgium,2024,28.7,7,4,Fim,894,28.7
Composição agregado,1 homem solteiro,BG,Bulgaria,2024,40.3,7,4,Inicio,892,30.3
Composição agregado,1 homem solteiro,BG,Bulgaria,2024,40.3,7,4,Fim,894,40.3
Composição agregado,1 homem solteiro,CY,Cyprus,2024,25.6,7,4,Inicio,892,17.1
Composição agregado,1 homem solteiro,CY,Cyprus,2024,25.6,7,4,Fim,894,25.6
Composição agregado,1 homem solteiro,CZ,Czechia,2024,15,7,4,Inicio,892,11.3
Composição agregado,1 homem solteiro,CZ,Czechia,2024,15,7,4,Fim,894,15
Composição agregado,1 homem solteiro,DE,Germany,2024,34.8,7,4,Inicio,892,21.1
Composição agregado,1 homem solteiro,DE,Germany,2024,34.8,7,4,Fim,894,34.8
Composição agregado,1 homem solteiro,DK,Denmark,2024,36.2,7,4,Inicio,892,18
Composição agregado,1 homem solteiro,DK,Denmark,2024,36.2,7,4,Fim,894,36.2
Composição agregado,1 homem solteiro,EE,Estonia,2024,42.8,7,4,Inicio,892,22.2
Composição agregado,1 homem solteiro,EE,Estonia,2024,42.8,7,4,Fim,894,42.8
Composição agregado,1 homem solteiro,EL,Greece,2024,32.3,7,4,Inicio,892,26.9
Composição agregado,1 homem solteiro,EL,Greece,2024,32.3,7,4,Fim,894,32.3
Composição agregado,1 homem solteiro,ES,Spain,2024,27.8,7,4,Inicio,892,25.8
Composição agregado,1 homem solteiro,ES,Spain,2024,27.8,7,4,Fim,894,27.8
Composição agregado,1 homem solteiro,FI,Finland,2024,33.6,7,4,Inicio,892,16.8
Composição agregado,1 homem solteiro,FI,Finland,2024,33.6,7,4,Fim,894,33.6
Composição agregado,1 homem solteiro,FR,France,2024,26.9,7,4,Inicio,892,20.5
Composição agregado,1 homem solteiro,FR,France,2024,26.9,7,4,Fim,894,26.9
Composição agregado,1 homem solteiro,HR,Croatia,2024,44,7,4,Inicio,892,21.7
Composição agregado,1 homem solteiro,HR,Croatia,2024,44,7,4,Fim,894,44
Composição agregado,1 homem solteiro,HU,Hungary,2024,27.9,7,4,Inicio,892,20.2
Composição agregado,1 homem solteiro,HU,Hungary,2024,27.9,7,4,Fim,894,27.9
Composição agregado,1 homem solteiro,IE,Ireland,2024,40.9,7,4,Inicio,892,17.1
Composição agregado,1 homem solteiro,IE,Ireland,2024,40.9,7,4,Fim,894,40.9
Composição agregado,1 homem solteiro,IT,Italy,2024,25.8,7,4,Inicio,892,23.1
Composição agregado,1 homem solteiro,IT,Italy,2024,25.8,7,4,Fim,894,25.8
Composição agregado,1 homem solteiro,LT,Lithuania,2024,38.6,7,4,Inicio,892,25.8
Composição agregado,1 homem solteiro,LT,Lithuania,2024,38.6,7,4,Fim,894,38.6
Composição agregado,1 homem solteiro,LU,Luxembourg,2024,17.9,7,4,Inicio,892,20
Composição agregado,1 homem solteiro,LU,Luxembourg,2024,17.9,7,4,Fim,894,17.9
Composição agregado,1 homem solteiro,LV,Latvia,2024,38.9,7,4,Inicio,892,24.3
Composição agregado,1 homem solteiro,LV,Latvia,2024,38.9,7,4,Fim,894,38.9
Composição agregado,1 homem solteiro,MT,Malta,2024,30.7,7,4,Inicio,892,19.7
Composição agregado,1 homem solteiro,MT,Malta,2024,30.7,7,4,Fim,894,30.7
Composição agregado,1 homem solteiro,NL,Netherlands,2024,33.3,7,4,Inicio,892,15.4
Composição agregado,1 homem solteiro,NL,Netherlands,2024,33.3,7,4,Fim,894,33.3
Composição agregado,1 homem solteiro,NO,Norway,2024,30.2,7,4,Inicio,892,15.7
Composição agregado,1 homem solteiro,NO,Norway,2024,30.2,7,4,Fim,894,30.2
Composição agregado,1 homem solteiro,PL,Poland,2024,27.2,7,4,Inicio,892,16
Composição agregado,1 homem solteiro,PL,Poland,2024,27.2,7,4,Fim,894,27.2
Composição agregado,1 homem solteiro,PT,Portugal,2024,27.6,7,4,Inicio,892,19.7
Composição agregado,1 homem solteiro,PT,Portugal,2024,27.6,7,4,Fim,894,27.6
Composição agregado,1 homem solteiro,RO,Romania,2024,28.6,7,4,Inicio,892,27.9
Composição agregado,1 homem solteiro,RO,Romania,2024,28.6,7,4,Fim,894,28.6
Composição agregado,1 homem solteiro,RS,Serbia,2024,41.6,7,4,Inicio,892,24.3
Composição agregado,1 homem solteiro,RS,Serbia,2024,41.6,7,4,Fim,894,41.6
Composição agregado,1 homem solteiro,SE,Sweden,2024,29,7,4,Inicio,892,17.5
Composição agregado,1 homem solteiro,SE,Sweden,2024,29,7,4,Fim,894,29
Composição agregado,1 homem solteiro,SI,Slovenia,2024,36.4,7,4,Inicio,892,14.4
Composição agregado,1 homem solteiro,SI,Slovenia,2024,36.4,7,4,Fim,894,36.4
Composição agregado,1 homem solteiro,SK,Slovakia,2024,28.9,7,4,Inicio,892,18.3
Composição agregado,1 homem solteiro,SK,Slovakia,2024,28.9,7,4,Fim,894,28.9
Composição agregado,1 homem solteiro,TR,Türkiye,2024,17.1,7,4,Inicio,892,30.4
Composição agregado,1 homem solteiro,TR,Türkiye,2024,17.1,7,4,Fim,894,17.1
Composição agregado,Agregados s/ crianças,AT,Austria,2024,16.2,7,17,Inicio,853,16.9
Composição agregado,Agregados s/ crianças,AT,Austria,2024,16.2,7,17,Fim,855,16.2
Composição agregado,Agregados s/ crianças,BE,Belgium,2024,18.2,7,17,Inicio,853,18.2
Composição agregado,Agregados s/ crianças,BE,Belgium,2024,18.2,7,17,Fim,855,18.2
Composição agregado,Agregados s/ crianças,BG,Bulgaria,2024,29.8,7,17,Inicio,853,30.3
Composição agregado,Agregados s/ crianças,BG,Bulgaria,2024,29.8,7,17,Fim,855,29.8
Composição agregado,Agregados s/ crianças,CY,Cyprus,2024,21.6,7,17,Inicio,853,17.1
Composição agregado,Agregados s/ crianças,CY,Cyprus,2024,21.6,7,17,Fim,855,21.6
Composição agregado,Agregados s/ crianças,CZ,Czechia,2024,9.1,7,17,Inicio,853,11.3
Composição agregado,Agregados s/ crianças,CZ,Czechia,2024,9.1,7,17,Fim,855,9.1
Composição agregado,Agregados s/ crianças,DE,Germany,2024,21.7,7,17,Inicio,853,21.1
Composição agregado,Agregados s/ crianças,DE,Germany,2024,21.7,7,17,Fim,855,21.7
Composição agregado,Agregados s/ crianças,DK,Denmark,2024,21.4,7,17,Inicio,853,18
Composição agregado,Agregados s/ crianças,DK,Denmark,2024,21.4,7,17,Fim,855,21.4
Composição agregado,Agregados s/ crianças,EE,Estonia,2024,29.9,7,17,Inicio,853,22.2
Composição agregado,Agregados s/ crianças,EE,Estonia,2024,29.9,7,17,Fim,855,29.9
Composição agregado,Agregados s/ crianças,EL,Greece,2024,25.8,7,17,Inicio,853,26.9
Composição agregado,Agregados s/ crianças,EL,Greece,2024,25.8,7,17,Fim,855,25.8
Composição agregado,Agregados s/ crianças,ES,Spain,2024,21.3,7,17,Inicio,853,25.8
Composição agregado,Agregados s/ crianças,ES,Spain,2024,21.3,7,17,Fim,855,21.3
Composição agregado,Agregados s/ crianças,FI,Finland,2024,18.5,7,17,Inicio,853,16.8
Composição agregado,Agregados s/ crianças,FI,Finland,2024,18.5,7,17,Fim,855,18.5
Composição agregado,Agregados s/ crianças,FR,France,2024,17.7,7,17,Inicio,853,20.5
Composição agregado,Agregados s/ crianças,FR,France,2024,17.7,7,17,Fim,855,17.7
Composição agregado,Agregados s/ crianças,HR,Croatia,2024,26.9,7,17,Inicio,853,21.7
Composição agregado,Agregados s/ crianças,HR,Croatia,2024,26.9,7,17,Fim,855,26.9
Composição agregado,Agregados s/ crianças,HU,Hungary,2024,21.9,7,17,Inicio,853,20.2
Composição agregado,Agregados s/ crianças,HU,Hungary,2024,21.9,7,17,Fim,855,21.9
Composição agregado,Agregados s/ crianças,IE,Ireland,2024,16.2,7,17,Inicio,853,17.1
Composição agregado,Agregados s/ crianças,IE,Ireland,2024,16.2,7,17,Fim,855,16.2
Composição agregado,Agregados s/ crianças,IT,Italy,2024,21.2,7,17,Inicio,853,23.1
Composição agregado,Agregados s/ crianças,IT,Italy,2024,21.2,7,17,Fim,855,21.2
Composição agregado,Agregados s/ crianças,LT,Lithuania,2024,29.8,7,17,Inicio,853,25.8
Composição agregado,Agregados s/ crianças,LT,Lithuania,2024,29.8,7,17,Fim,855,29.8
Composição agregado,Agregados s/ crianças,LU,Luxembourg,2024,13.8,7,17,Inicio,853,20
Composição agregado,Agregados s/ crianças,LU,Luxembourg,2024,13.8,7,17,Fim,855,13.8
Composição agregado,Agregados s/ crianças,LV,Latvia,2024,32.3,7,17,Inicio,853,24.3
Composição agregado,Agregados s/ crianças,LV,Latvia,2024,32.3,7,17,Fim,855,32.3
Composição agregado,Agregados s/ crianças,MT,Malta,2024,19.4,7,17,Inicio,853,19.7
Composição agregado,Agregados s/ crianças,MT,Malta,2024,19.4,7,17,Fim,855,19.4
Composição agregado,Agregados s/ crianças,NL,Netherlands,2024,17.4,7,17,Inicio,853,15.4
Composição agregado,Agregados s/ crianças,NL,Netherlands,2024,17.4,7,17,Fim,855,17.4
Composição agregado,Agregados s/ crianças,NO,Norway,2024,17.1,7,17,Inicio,853,15.7
Composição agregado,Agregados s/ crianças,NO,Norway,2024,17.1,7,17,Fim,855,17.1
Composição agregado,Agregados s/ crianças,PL,Poland,2024,16,7,17,Inicio,853,16
Composição agregado,Agregados s/ crianças,PL,Poland,2024,16,7,17,Fim,855,16
Composição agregado,Agregados s/ crianças,PT,Portugal,2024,20.4,7,17,Inicio,853,19.7
Composição agregado,Agregados s/ crianças,PT,Portugal,2024,20.4,7,17,Fim,855,20.4
Composição agregado,Agregados s/ crianças,RO,Romania,2024,24.5,7,17,Inicio,853,27.9
Composição agregado,Agregados s/ crianças,RO,Romania,2024,24.5,7,17,Fim,855,24.5
Composição agregado,Agregados s/ crianças,RS,Serbia,2024,27.6,7,17,Inicio,853,24.3
Composição agregado,Agregados s/ crianças,RS,Serbia,2024,27.6,7,17,Fim,855,27.6
Composição agregado,Agregados s/ crianças,SE,Sweden,2024,17.1,7,17,Inicio,853,17.5
Composição agregado,Agregados s/ crianças,SE,Sweden,2024,17.1,7,17,Fim,855,17.1
Composição agregado,Agregados s/ crianças,SI,Slovenia,2024,19.5,7,17,Inicio,853,14.4
Composição agregado,Agregados s/ crianças,SI,Slovenia,2024,19.5,7,17,Fim,855,19.5
Composição agregado,Agregados s/ crianças,SK,Slovakia,2024,15.4,7,17,Inicio,853,18.3
Composição agregado,Agregados s/ crianças,SK,Slovakia,2024,15.4,7,17,Fim,855,15.4
Composição agregado,Agregados s/ crianças,TR,Türkiye,2024,23.2,7,17,Inicio,853,30.4
Composição agregado,Agregados s/ crianças,TR,Türkiye,2024,23.2,7,17,Fim,855,23.2
Escolaridade,Primária,AT,Austria,2024,31.7,4,1,Inicio,958,16.9
Escolaridade,Primária,AT,Austria,2024,31.7,4,1,Fim,960,31.7
Escolaridade,Primária,BE,Belgium,2024,35.1,4,1,Inicio,958,18.2
Escolaridade,Primária,BE,Belgium,2024,35.1,4,1,Fim,960,35.1
Escolaridade,Primária,BG,Bulgaria,2024,61.4,4,1,Inicio,958,30.3
Escolaridade,Primária,BG,Bulgaria,2024,61.4,4,1,Fim,960,61.4
Escolaridade,Primária,CY,Cyprus,2024,39.4,4,1,Inicio,958,17.1
Escolaridade,Primária,CY,Cyprus,2024,39.4,4,1,Fim,960,39.4
Escolaridade,Primária,CZ,Czechia,2024,28.4,4,1,Inicio,958,11.3
Escolaridade,Primária,CZ,Czechia,2024,28.4,4,1,Fim,960,28.4
Escolaridade,Primária,DE,Germany,2024,36.4,4,1,Inicio,958,21.1
Escolaridade,Primária,DE,Germany,2024,36.4,4,1,Fim,960,36.4
Escolaridade,Primária,DK,Denmark,2024,26.3,4,1,Inicio,958,18
Escolaridade,Primária,DK,Denmark,2024,26.3,4,1,Fim,960,26.3
Escolaridade,Primária,EE,Estonia,2024,39,4,1,Inicio,958,22.2
Escolaridade,Primária,EE,Estonia,2024,39,4,1,Fim,960,39
Escolaridade,Primária,EL,Greece,2024,39.3,4,1,Inicio,958,26.9
Escolaridade,Primária,EL,Greece,2024,39.3,4,1,Fim,960,39.3
Escolaridade,Primária,ES,Spain,2024,32.8,4,1,Inicio,958,25.8
Escolaridade,Primária,ES,Spain,2024,32.8,4,1,Fim,960,32.8
Escolaridade,Primária,FI,Finland,2024,23.3,4,1,Inicio,958,16.8
Escolaridade,Primária,FI,Finland,2024,23.3,4,1,Fim,960,23.3
Escolaridade,Primária,FR,France,2024,31.6,4,1,Inicio,958,20.5
Escolaridade,Primária,FR,France,2024,31.6,4,1,Fim,960,31.6
Escolaridade,Primária,HR,Croatia,2024,49.1,4,1,Inicio,958,21.7
Escolaridade,Primária,HR,Croatia,2024,49.1,4,1,Fim,960,49.1
Escolaridade,Primária,HU,Hungary,2024,46.5,4,1,Inicio,958,20.2
Escolaridade,Primária,HU,Hungary,2024,46.5,4,1,Fim,960,46.5
Escolaridade,Primária,IE,Ireland,2024,33.2,4,1,Inicio,958,17.1
Escolaridade,Primária,IE,Ireland,2024,33.2,4,1,Fim,960,33.2
Escolaridade,Primária,IT,Italy,2024,32,4,1,Inicio,958,23.1
Escolaridade,Primária,IT,Italy,2024,32,4,1,Fim,960,32
Escolaridade,Primária,LT,Lithuania,2024,47.7,4,1,Inicio,958,25.8
Escolaridade,Primária,LT,Lithuania,2024,47.7,4,1,Fim,960,47.7
Escolaridade,Primária,LU,Luxembourg,2024,33.7,4,1,Inicio,958,20
Escolaridade,Primária,LU,Luxembourg,2024,33.7,4,1,Fim,960,33.7
Escolaridade,Primária,LV,Latvia,2024,44.1,4,1,Inicio,958,24.3
Escolaridade,Primária,LV,Latvia,2024,44.1,4,1,Fim,960,44.1
Escolaridade,Primária,MT,Malta,2024,29.1,4,1,Inicio,958,19.7
Escolaridade,Primária,MT,Malta,2024,29.1,4,1,Fim,960,29.1
Escolaridade,Primária,NL,Netherlands,2024,23.9,4,1,Inicio,958,15.4
Escolaridade,Primária,NL,Netherlands,2024,23.9,4,1,Fim,960,23.9
Escolaridade,Primária,NO,Norway,2024,25.9,4,1,Inicio,958,15.7
Escolaridade,Primária,NO,Norway,2024,25.9,4,1,Fim,960,25.9
Escolaridade,Primária,PL,Poland,2024,31.8,4,1,Inicio,958,16
Escolaridade,Primária,PL,Poland,2024,31.8,4,1,Fim,960,31.8
Escolaridade,Primária,PT,Portugal,2024,27.5,4,1,Inicio,958,19.7
Escolaridade,Primária,PT,Portugal,2024,27.5,4,1,Fim,960,27.5
Escolaridade,Primária,RO,Romania,2024,54.7,4,1,Inicio,958,27.9
Escolaridade,Primária,RO,Romania,2024,54.7,4,1,Fim,960,54.7
Escolaridade,Primária,RS,Serbia,2024,49.9,4,1,Inicio,958,24.3
Escolaridade,Primária,RS,Serbia,2024,49.9,4,1,Fim,960,49.9
Escolaridade,Primária,SE,Sweden,2024,26.7,4,1,Inicio,958,17.5
Escolaridade,Primária,SE,Sweden,2024,26.7,4,1,Fim,960,26.7
Escolaridade,Primária,SI,Slovenia,2024,34.7,4,1,Inicio,958,14.4
Escolaridade,Primária,SI,Slovenia,2024,34.7,4,1,Fim,960,34.7
Escolaridade,Primária,SK,Slovakia,2024,41.1,4,1,Inicio,958,18.3
Escolaridade,Primária,SK,Slovakia,2024,41.1,4,1,Fim,960,41.1
Escolaridade,Primária,TR,Türkiye,2024,36.6,4,1,Inicio,958,30.4
Escolaridade,Primária,TR,Türkiye,2024,36.6,4,1,Fim,960,36.6
Escolaridade,Secundária,AT,Austria,2024,14,4,2,Inicio,955,16.9
Escolaridade,Secundária,AT,Austria,2024,14,4,2,Fim,957,14
Escolaridade,Secundária,BE,Belgium,2024,18.5,4,2,Inicio,955,18.2
Escolaridade,Secundária,BE,Belgium,2024,18.5,4,2,Fim,957,18.5
Escolaridade,Secundária,BG,Bulgaria,2024,26.4,4,2,Inicio,955,30.3
Escolaridade,Secundária,BG,Bulgaria,2024,26.4,4,2,Fim,957,26.4
Escolaridade,Secundária,CY,Cyprus,2024,17.4,4,2,Inicio,955,17.1
Escolaridade,Secundária,CY,Cyprus,2024,17.4,4,2,Fim,957,17.4
Escolaridade,Secundária,CZ,Czechia,2024,9.7,4,2,Inicio,955,11.3
Escolaridade,Secundária,CZ,Czechia,2024,9.7,4,2,Fim,957,9.7
Escolaridade,Secundária,DE,Germany,2024,19.7,4,2,Inicio,955,21.1
Escolaridade,Secundária,DE,Germany,2024,19.7,4,2,Fim,957,19.7
Escolaridade,Secundária,DK,Denmark,2024,20.4,4,2,Inicio,955,18
Escolaridade,Secundária,DK,Denmark,2024,20.4,4,2,Fim,957,20.4
Escolaridade,Secundária,EE,Estonia,2024,27.3,4,2,Inicio,955,22.2
Escolaridade,Secundária,EE,Estonia,2024,27.3,4,2,Fim,957,27.3
Escolaridade,Secundária,EL,Greece,2024,27,4,2,Inicio,955,26.9
Escolaridade,Secundária,EL,Greece,2024,27,4,2,Fim,957,27
Escolaridade,Secundária,ES,Spain,2024,25.2,4,2,Inicio,955,25.8
Escolaridade,Secundária,ES,Spain,2024,25.2,4,2,Fim,957,25.2
Escolaridade,Secundária,FI,Finland,2024,20.1,4,2,Inicio,955,16.8
Escolaridade,Secundária,FI,Finland,2024,20.1,4,2,Fim,957,20.1
Escolaridade,Secundária,FR,France,2024,19.6,4,2,Inicio,955,20.5
Escolaridade,Secundária,FR,France,2024,19.6,4,2,Fim,957,19.6
Escolaridade,Secundária,HR,Croatia,2024,20.5,4,2,Inicio,955,21.7
Escolaridade,Secundária,HR,Croatia,2024,20.5,4,2,Fim,957,20.5
Escolaridade,Secundária,HU,Hungary,2024,18.5,4,2,Inicio,955,20.2
Escolaridade,Secundária,HU,Hungary,2024,18.5,4,2,Fim,957,18.5
Escolaridade,Secundária,IE,Ireland,2024,16.5,4,2,Inicio,955,17.1
Escolaridade,Secundária,IE,Ireland,2024,16.5,4,2,Fim,957,16.5
Escolaridade,Secundária,IT,Italy,2024,18.5,4,2,Inicio,955,23.1
Escolaridade,Secundária,IT,Italy,2024,18.5,4,2,Fim,957,18.5
Escolaridade,Secundária,LT,Lithuania,2024,33.2,4,2,Inicio,955,25.8
Escolaridade,Secundária,LT,Lithuania,2024,33.2,4,2,Fim,957,33.2
Escolaridade,Secundária,LU,Luxembourg,2024,23,4,2,Inicio,955,20
Escolaridade,Secundária,LU,Luxembourg,2024,23,4,2,Fim,957,23
Escolaridade,Secundária,LV,Latvia,2024,30.9,4,2,Inicio,955,24.3
Escolaridade,Secundária,LV,Latvia,2024,30.9,4,2,Fim,957,30.9
Escolaridade,Secundária,MT,Malta,2024,14.3,4,2,Inicio,955,19.7
Escolaridade,Secundária,MT,Malta,2024,14.3,4,2,Fim,957,14.3
