GridNo,Lat,Long,Alt,NUTS3_ID,NUTS3_Desc,NUTS2_ID,NUTS2_Desc,NUTS1_ID,NUTS1_Desc,Country_ID,Country_Desc,RiverBank
41053,36.05157,-5.56551,51,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
41054,36.06896,-5.44667,26,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
42052,36.20539,-5.88516,30,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
42053,36.20706,-5.63915,54,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
42054,36.27215,-5.39316,26,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
42055,36.37034,-5.23396,31,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
42063,36.72688,-2.83146,52,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
42064,36.73249,-2.69925,29,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
42065,36.80673,-2.25469,4,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
42066,36.79754,-2.13789,21,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43051,36.38272,-6.14894,32,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43052,36.3826,-5.9611,62,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43053,36.42914,-5.68871,77,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43054,36.47489,-5.41602,134,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43055,36.52845,-5.15016,195,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43056,36.58503,-4.86858,191,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43057,36.63253,-4.61982,69,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43058,36.73455,-4.33239,41,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43059,36.76819,-4.05639,66,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43060,36.7928,-3.7731,209,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43061,36.79931,-3.49399,223,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43062,36.8356,-3.22469,541,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43063,36.85524,-2.94669,317,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43064,36.89087,-2.67681,340,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43065,36.93356,-2.39559,148,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43066,36.96312,-2.12417,164,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
43067,37.02732,-1.93131,110,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44051,36.592,-6.22123,21,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44052,36.6044,-6.01192,70,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44053,36.65111,-5.73873,148,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44054,36.69703,-5.46523,227,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44055,36.74216,-5.19143,710,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44056,36.78648,-4.91733,424,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44057,36.83001,-4.64294,389,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44058,36.87274,-4.36826,650,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44059,36.91467,-4.0933,918,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44060,36.95579,-3.81805,970,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44061,36.99611,-3.54253,830,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44062,37.03563,-3.26674,1505,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44063,37.07434,-2.99068,1110,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44064,37.11225,-2.71437,757,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44065,37.14934,-2.43779,581,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44066,37.18563,-2.16097,499,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44067,37.22977,-1.90426,65,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
44068,37.32634,-1.72455,58,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45051,36.77825,-6.30596,24,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45052,36.82609,-6.0632,41,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45053,36.87298,-5.7892,108,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45054,36.91906,-5.51489,196,ES612,Cádiz,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45055,36.96435,-5.24028,523,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45056,37.00884,-4.96536,525,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45057,37.05253,-4.69014,437,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45058,37.09542,-4.41463,615,ES617,Málaga,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45059,37.1375,-4.13884,730,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45060,37.17878,-3.86276,765,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45061,37.21926,-3.5864,678,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45062,37.25892,-3.30976,1063,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45063,37.29778,-3.03286,1128,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45064,37.33582,-2.75569,965,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45065,37.37306,-2.47826,1029,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45066,37.40948,-2.20058,471,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45067,37.44509,-1.92264,299,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
45068,37.48681,-1.6523,195,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
45069,37.56817,-1.3985,49,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
45070,37.61352,-1.0965,40,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
45071,37.62683,-0.85665,57,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
46050,37.04441,-6.58578,38,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46051,37.00736,-6.38131,3,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46052,37.04767,-6.11495,3,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46053,37.09473,-5.84014,53,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46054,37.14099,-5.56501,110,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46055,37.18644,-5.28957,197,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46056,37.2311,-5.01383,256,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46057,37.27495,-4.73778,403,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46058,37.318,-4.46143,385,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46059,37.36024,-4.1848,622,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46060,37.40167,-3.90787,895,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46061,37.4423,-3.63066,986,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46062,37.48211,-3.35318,1043,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46063,37.52111,-3.07542,1038,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46064,37.5593,-2.79739,845,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46065,37.59668,-2.5191,989,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46066,37.63324,-2.24055,1046,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
46067,37.66898,-1.96175,661,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
46068,37.70391,-1.68269,461,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
46069,37.73801,-1.4034,165,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
46070,37.7713,-1.12387,96,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
46071,37.81662,-0.88076,11,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
47045,37.02611,-7.99694,3,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
47046,37.03539,-7.85014,5,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
47047,37.09893,-7.66692,5,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
47049,37.20635,-6.95,4,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47050,37.18654,-6.70669,47,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47051,37.2211,-6.44248,20,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47052,37.26914,-6.16717,47,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47053,37.31637,-5.89154,45,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47054,37.3628,-5.61558,70,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47055,37.40843,-5.33932,130,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47056,37.45325,-5.06274,170,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47057,37.49727,-4.78585,190,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47058,37.54048,-4.50866,281,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47059,37.58288,-4.23118,408,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47060,37.62447,-3.95341,612,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47061,37.66524,-3.67534,740,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47062,37.70521,-3.397,1053,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47063,37.74436,-3.11838,844,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47064,37.78269,-2.83948,943,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47065,37.82021,-2.56032,965,ES614,Granada,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47066,37.85691,-2.28089,1082,ES611,Almería,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
47067,37.89279,-2.00121,906,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
47068,37.92785,-1.72128,736,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
47069,37.96208,-1.4411,227,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
47070,37.9955,-1.16068,50,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
47071,38.02809,-0.88003,22,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
47072,38.07356,-0.6939,5,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
48042,37.05959,-8.91672,45,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
48043,37.11127,-8.72465,2,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
48044,37.14413,-8.41347,21,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
48045,37.15727,-8.13669,45,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
48046,37.18922,-7.87157,162,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
48047,37.24609,-7.60206,63,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
48048,37.29765,-7.32278,30,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48049,37.34345,-7.04726,36,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48050,37.39326,-6.7718,45,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48051,37.44228,-6.496,112,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48052,37.49049,-6.21987,65,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48053,37.5379,-5.94341,52,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48054,37.58451,-5.66663,87,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48055,37.63031,-5.38952,128,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48056,37.6753,-5.1121,167,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48057,37.71948,-4.83437,214,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48058,37.76285,-4.55633,234,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48059,37.80541,-4.27799,315,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48060,37.84716,-3.99936,333,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48061,37.88809,-3.72044,390,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48062,37.92821,-3.44122,380,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48063,37.96751,-3.16173,463,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48064,38.00599,-2.88196,828,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48065,38.04365,-2.60192,1426,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
48066,38.08049,-2.32162,1163,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
48067,38.1165,-2.04105,1083,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
48068,38.1517,-1.76023,449,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
48069,38.18607,-1.47916,429,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
48070,38.21961,-1.19784,174,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
48071,38.25232,-0.91628,82,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
48072,38.28825,-0.64493,24,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
48073,38.38563,-0.45582,19,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
49042,37.14111,-8.89825,66,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
49043,37.24443,-8.74371,77,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
49044,37.30215,-8.47904,95,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
49045,37.35614,-8.20453,196,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
49046,37.40934,-7.92967,309,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
49047,37.46174,-7.65444,158,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus
49048,37.51334,-7.37886,118,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49049,37.56414,-7.10292,133,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49050,37.61415,-6.82664,173,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49051,37.66334,-6.55002,302,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49052,37.71174,-6.27306,278,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49053,37.75933,-5.99576,231,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49054,37.80611,-5.71814,272,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49055,37.85208,-5.44019,248,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49056,37.89724,-5.16192,156,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49057,37.94159,-4.88334,154,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49058,37.98513,-4.60444,182,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49059,38.02785,-4.32524,217,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49060,38.06976,-4.04574,232,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49061,38.11085,-3.76595,352,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49062,38.15112,-3.48586,353,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49063,38.19056,-3.20549,617,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49064,38.22919,-2.92484,582,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49065,38.267,-2.64392,900,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
49066,38.30398,-2.36272,853,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
49067,38.34013,-2.08126,712,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
49068,38.37546,-1.79954,569,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
49069,38.40996,-1.51757,456,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
49070,38.44364,-1.23535,520,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
49071,38.47648,-0.95288,534,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
49072,38.50849,-0.67018,399,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
49073,38.54808,-0.3971,221,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
49074,38.61179,-0.13306,98,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
49075,38.67929,0.0789,34,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
49079,38.69954,1.4184,31,ES531,"Eivissa, Formentera",ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
49080,38.67483,1.52131,84,ES531,"Eivissa, Formentera",ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
50043,37.46551,-8.74132,60,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
50044,37.52175,-8.53927,123,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
50045,37.57594,-8.26396,242,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
50046,37.62934,-7.98829,219,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
50047,37.68193,-7.71225,181,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
50048,37.73373,-7.43585,200,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
50049,37.78472,-7.15909,205,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50050,37.83491,-6.88198,301,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50051,37.8843,-6.60453,425,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50052,37.93287,-6.32673,416,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50053,37.98064,-6.04859,419,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50054,38.0276,-5.77012,495,ES618,Sevilla,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50055,38.07375,-5.49132,402,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50056,38.11908,-5.2122,482,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50057,38.1636,-4.93276,511,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50058,38.2073,-4.653,513,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50059,38.25019,-4.37293,598,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50060,38.29226,-4.09256,562,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50061,38.3335,-3.81189,513,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50062,38.37393,-3.53092,581,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50063,38.41353,-3.24966,824,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50064,38.4523,-2.96812,844,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50065,38.49025,-2.6863,787,ES616,Jaén,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
50066,38.52738,-2.40421,1095,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
50067,38.56367,-2.12185,929,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
50068,38.59914,-1.83922,809,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
50069,38.63378,-1.55634,712,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
50070,38.66758,-1.27321,766,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus
50071,38.70055,-0.98983,700,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
50072,38.73269,-0.70621,599,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
50073,38.76399,-0.42235,449,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
50074,38.79133,-0.1414,208,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
50075,38.77702,0.09549,46,ES521,Alicante / Alacant,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
50079,38.9471,1.33682,70,ES531,"Eivissa, Formentera",ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
50080,39.00595,1.49815,51,ES531,"Eivissa, Formentera",ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
50085,39.14765,2.94529,60,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
51043,37.68541,-8.76837,48,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
51044,37.74122,-8.60005,133,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
51045,37.79562,-8.32393,130,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
51046,37.84922,-8.04745,172,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
51047,37.90201,-7.77059,166,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
51048,37.954,-7.49336,204,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
51049,38.00519,-7.21578,200,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
51050,38.05557,-6.93784,306,ES615,Huelva,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
